tree_lat,tree_lon,bearing,road_lat,road_lon,CONDITIE,Reason
51.99067613996322,4.332983799744932,178.64034367914974,51.99069388369375,4.332983115832406,,No condition
52.01112713888625,4.331399358258227,164.20104727268244,52.01116131977183,4.331383645166164,,No condition
51.98925020839792,4.326051196415465,167.5375797101051,51.989318873865315,4.326026553196869,,No condition
51.991123626804,4.332181091249053,233.9239503942527,51.99114902739627,4.3322377077189955,,No condition
51.99108136815128,4.33219989246576,233.92397616036908,51.991106827691794,4.3322566403279765,,No condition
51.99104596623839,4.332217498574526,233.92399734756447,51.99107078218334,4.332272811898977,,No condition
51.990334922295595,4.33189458648394,137.2298511980972,51.9904124,4.3317782,,No condition
51.99029228333453,4.331924098103858,143.20469765944654,51.9904124,4.3317782,,No condition
51.99097343731816,4.331630379314015,354.29511876324426,51.990873897896876,4.331646527661196,,No condition
51.989786675114104,4.331439566833097,96.34707062098033,51.9898156,4.3310173,,No condition
51.989253141100036,4.331386201025278,354.2245407271082,51.98910290410714,4.33141087669701,,No condition
51.98920916528848,4.331132517147345,354.2245350927903,51.98906117713825,4.3311568234579605,,No condition
51.98921824916114,4.3313564474109025,354.2245362389089,51.98909722905847,4.331376324355115,,No condition
51.98956724039036,4.3316219526904804,354.22458113834995,51.98914885871612,4.331690669779749,,No condition
51.98917250109091,4.3309774333898385,354.2245303895662,51.9890354114082,4.330999949681886,,No condition
51.98943450208749,4.3316309299017774,354.22456404922633,51.98914680770367,4.331678182259786,,No condition
51.98968790504116,4.331426444155612,116.87676294592393,51.9898156,4.3310173,,No condition
51.98940095962957,4.331784667993743,354.224559715121,51.98917051404605,4.331822517523751,,No condition
51.98915510242523,4.331027913347149,354.22452814385923,51.98904302767458,4.331046321062207,,No condition
51.990662631739376,4.329728425811996,159.0344262654853,51.990806434268166,4.329638944815044,,No condition
51.990694070276824,4.329778950341407,159.03443970558806,51.990837873026564,4.3296894692069685,,No condition
51.9906818450483,4.329758898248297,159.0344344841502,51.99082546601469,4.3296695302283865,,No condition
51.99070346341841,4.32989196220197,160.81316886367108,51.99089391880099,4.329784336943318,,No condition
51.989913100617876,4.329575627896586,159.03409102925684,51.990528684864806,4.329192581140822,Redelijk,Too far from road (73.30 m)
51.98938515782504,4.3296187004591316,354.68755943629736,51.98882013173608,4.329704018734616,Redelijk,Too far from road (63.10 m)
51.989751202130435,4.3295974430327,252.37977903629132,51.98991283001555,4.330423817399166,Redelijk,Too far from road (59.37 m)
51.98986936011827,4.329506530744933,159.03407231327355,51.99048548131809,4.3291231498707035,Redelijk,Too far from road (73.37 m)
51.9891141549012,4.3306891169284345,354.2245229083102,51.98898776815036,4.3307098753176625,,No condition
51.989895124226656,4.329588768185308,159.0340827527158,51.990529561586364,4.329193990096711,Matig,Too far from road (75.55 m)
51.989278928680044,4.329506478299369,354.68754686186816,51.98880119597632,4.329578615376258,Redelijk,Too far from road (53.35 m)
51.989350197959745,4.3294793433908785,354.68755530566096,51.98879877873719,4.329562607045524,Redelijk,Too far from road (61.58 m)
51.98995486258599,4.32954056541373,159.03411032123358,51.990524613612244,4.329186038339183,Redelijk,Too far from road (67.85 m)
51.98940005818691,4.329553422854118,354.687561206135,51.98881082679104,4.329642396102502,Redelijk,Too far from road (65.80 m)
51.98932402312818,4.329506521466306,354.6875522032755,51.988802207611066,4.3295853149962165,Redelijk,Too far from road (58.27 m)
51.989279322188665,4.329702353715679,354.68754689365323,51.988830122365925,4.329770182361069,Redelijk,Too far from road (50.16 m)
51.98933839228114,4.32968620487087,354.68755389187766,51.988829055080345,4.32976311418968,Redelijk,Too far from road (56.88 m)
51.98980284529458,4.329656250448024,252.37973622186067,51.989951492236266,4.330416255580671,Redelijk,Too far from road (54.60 m)
51.99046789026703,4.329422570481691,159.03434291136568,51.99061488143591,4.329331105356246,,No condition
51.989996473375804,4.329436790728945,159.03413051265431,51.99048967815215,4.3291298944910235,,Too far from road (58.73 m)
51.99000851162657,4.329254072454956,159.03413850402967,51.99041107692574,4.32900357655192,,No condition
51.99001180975173,4.329305973155176,159.03413925731502,51.990435278428905,4.329042470143573,,Too far from road (50.43 m)
51.99003482097091,4.329278960605934,159.03414999616302,51.99042958439481,4.3290333194129165,,No condition
51.9904309976091,4.32937029687142,159.03432704069746,51.99058113574233,4.329276873550183,,No condition
51.990034812433,4.329400986593323,159.03414827358063,51.99048431881495,4.329121281642847,,Too far from road (53.53 m)
51.990004639296174,4.329392248969812,159.03413481559755,51.990471977473014,4.329101448200663,Redelijk,Too far from road (55.65 m)
51.98998570400793,4.329260740162735,159.03412814330534,51.990407701769016,4.328998152427376,,Too far from road (50.25 m)
51.99004717767863,4.329333922454594,159.03415478421755,51.99045768746154,4.329078483103541,,No condition
51.98936544307397,4.329452423208998,15.184372200563018,51.988848596937935,4.329224636721925,Redelijk,Too far from road (59.55 m)
51.98941560455918,4.329437702029009,13.688745157880362,51.9888528,4.3292151,Redelijk,Too far from road (64.41 m)
51.98963730732561,4.329508021747726,354.68758931170424,51.98880941294729,4.329633032826012,Matig,Too far from road (92.45 m)
51.98942828438063,4.329355645196246,8.552772577099347,51.9888528,4.3292151,Redelijk,Too far from road (64.71 m)
51.98970962835464,4.329282525853202,63.24095260624614,51.98951453998189,4.328654241247659,,No condition
51.989771789599665,4.3293599004344445,159.03403045843493,51.99039247392269,4.328973680160818,Redelijk,Too far from road (73.91 m)
51.98929111025584,4.329392201511428,13.972626932177718,51.9888528,4.3292151,Redelijk,Too far from road (50.22 m)
51.98928365690299,4.329470492013618,354.6875474246714,51.98879598862692,4.329544129350257,Redelijk,Too far from road (54.46 m)
51.9896006633018,4.329483013139439,12.440453429413594,51.9888528,4.3292151,Redelijk,Too far from road (85.16 m)
51.9899381266482,4.32957341502349,159.0341023253926,51.990534677516024,4.329202211771116,Redelijk,Too far from road (71.04 m)
51.98974375313872,4.329396859121868,159.0340173180981,51.990401226817,4.328987746704318,,Too far from road (78.29 m)
51.989858541430465,4.329413018018837,159.03406875997098,51.99044051490126,4.329050885538934,Redelijk,Too far from road (69.30 m)
51.98995755652068,4.329394455134167,159.0341135909282,51.990459825327605,4.329081918811194,Matig,Too far from road (59.81 m)
51.989385485373845,4.3292497939364525,4.105622885353341,51.98885595060482,4.329188070486774,Redelijk,Too far from road (59.03 m)
51.98973791462977,4.329360335468991,63.24091324958795,51.9895183028286,4.328653072847806,,Too far from road (54.24 m)
